id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,is_expen,price_range
739,1159,1,1.071634127,1,0,1,12,0.553524598,201,7,1,205,1532,2692,18,8,11,1,1,1,0,3
740,1820,0,0.419909678,1,0,1,32,0.368485294,175,1,1,241,926,3528,10,1,4,1,0,0,0,0
741,1150,0,2.387459946,0,0,0,32,0.367832207,181,7,1,1624,1008,3839,11,2,20,1,1,0,0,1
742,1159,0,0.463214232,0,1,0,51,0.347166065,176,3,3,951,1573,1515,14,10,6,1,0,1,0,3
743,1026,0,1.662995677,1,0,0,32,0.02560826,176,2,20,29,1112,3753,17,2,8,1,0,0,0,0
744,1026,0,1.700118932,0,0,1,12,0.799417247,182,2,2,610,1940,3428,18,6,8,1,1,1,0,0
745,1148,0,0.418281663,0,0,0,15,0.083683795,181,3,19,252,1803,2701,7,3,9,1,0,1,0,1
746,588,0,0.421723396,1,0,1,20,0.026921127,111,1,4,41,1973,409,7,4,7,1,0,0,0,2
747,594,0,0.422000137,1,0,1,20,0.026832068,111,1,4,44,1974,398,7,4,7,1,0,0,1,2
748,1787,1,1.832364686,0,0,1,49,0.350521834,114,7,3,187,986,1998,10,3,14,1,1,1,0,0
749,526,1,1.851112821,1,0,1,9,0.087997676,144,7,0,181,1563,1997,17,6,11,1,1,0,0,0
750,607,0,0.450121683,1,0,0,27,0.796146662,182,1,12,280,1925,1997,10,2,9,1,0,1,0,3
751,621,0,1.117703905,1,3,0,27,0.774733882,114,4,14,153,1594,3405,16,0,6,1,0,1,0,1
752,1152,0,0.469841688,1,0,0,27,0.350586173,200,3,7,1602,663,1477,8,1,2,1,0,1,0,3
753,1149,0,0.467143548,0,0,1,27,0.815989305,201,7,2,148,1150,3837,9,5,15,1,1,0,0,2
754,601,0,0.423092903,1,0,1,20,0.02679361,111,1,4,40,1972,399,7,4,7,1,0,0,1,2
755,587,0,0.432506975,1,0,0,13,0.338239025,145,2,17,41,1805,3753,18,11,20,1,0,0,0,1
756,1163,1,1.093004837,1,0,1,27,0.364457615,115,1,7,209,652,2673,5,0,6,1,1,1,0,1
757,587,0,0.448864822,0,0,0,12,0.581511627,179,3,19,280,627,3586,11,0,4,1,0,1,0,2
758,1162,0,2.394243513,1,0,0,20,0.065751332,113,7,0,136,1494,2004,12,5,8,1,0,0,0,2
759,592,0,0.422895733,1,0,1,20,0.026720954,110,1,4,179,1973,394,7,4,7,1,0,0,1,2
760,575,0,1.825996683,0,0,0,37,0.550120798,201,8,7,996,1804,2676,15,7,6,1,0,1,0,2
761,1791,1,0.428513285,0,0,0,51,0.842002026,201,8,15,942,1039,2016,18,9,6,1,0,1,0,3
762,1146,0,1.070518915,1,0,1,27,0.789377829,182,7,14,200,1915,3675,9,5,8,1,1,0,0,1
763,1172,1,0.431763881,0,0,1,46,0.074316669,202,8,7,203,676,3728,12,7,6,1,0,1,0,1
764,1144,0,1.64901242,1,0,1,2,0.791530026,139,6,3,147,1932,3379,18,2,12,1,0,0,0,1
765,1168,0,1.843432168,1,0,1,27,0.080714389,141,2,20,62,1614,3815,17,2,11,1,1,1,0,3
766,601,0,1.078573389,1,0,1,54,0.02529168,88,1,4,149,1120,376,7,4,3,1,0,0,1,2
767,1812,0,0.470230494,1,0,1,27,0.099422971,201,2,17,253,1521,3467,17,1,3,1,1,0,0,1
768,1154,0,2.404185234,1,0,0,60,0.362602757,179,7,1,632,965,3462,17,1,11,1,1,1,0,0
769,593,0,0.424075139,1,0,1,20,0.026915422,111,1,4,41,1973,399,7,4,7,1,0,0,1,2
770,1155,1,1.071320746,0,0,1,32,0.36056962,202,5,14,170,668,1572,12,3,6,1,0,0,0,1
771,567,0,0.507657085,0,0,0,45,0.545190726,174,4,19,594,655,1585,16,3,8,1,1,1,0,1
772,610,0,0.42181775,1,0,1,20,0.026924933,111,1,4,40,1972,399,7,4,7,1,0,0,1,2
773,1783,0,0.430247232,1,0,1,20,0.028021342,200,1,4,197,1971,387,7,4,7,1,0,0,1,2
774,594,0,0.422925077,1,0,1,20,0.026643491,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
775,1160,0,2.360546375,0,0,0,51,0.353206419,181,7,3,1600,1512,3838,16,1,3,1,0,0,0,1
776,1163,0,1.645674875,0,0,0,27,0.077092313,180,3,7,1064,987,3835,14,6,13,1,0,1,0,1
777,1806,0,2.427623079,0,0,1,27,0.092681235,200,1,4,155,966,550,18,8,11,1,0,1,0,3
778,1026,0,1.883038428,0,4,1,8,0.026779826,112,2,3,33,1168,3637,18,3,11,1,1,0,0,0
779,607,0,0.421579762,1,0,1,20,0.026917394,111,1,4,41,1972,398,7,4,7,1,0,0,1,2
780,1026,1,1.833524456,1,4,1,44,0.549010945,144,7,3,606,1093,3561,18,3,19,1,1,1,0,0
781,1143,0,0.417304727,0,4,0,32,0.378699837,201,1,3,182,700,2707,12,10,6,1,0,0,0,2
782,582,0,1.840455885,1,0,0,32,0.366001531,113,5,7,184,1533,2670,12,0,8,1,0,0,0,2
783,1829,0,0.436330833,0,0,1,12,0.072156123,146,1,20,627,1155,687,15,3,15,1,0,0,0,3
784,1026,0,1.646547273,0,0,1,12,0.764132117,138,1,20,147,994,3454,10,3,15,1,1,0,0,1
785,646,1,2.423467627,1,0,0,2,0.787567072,145,6,15,163,1540,1506,9,5,15,1,1,0,0,1
786,598,0,0.419271784,1,0,1,20,0.027178993,112,1,4,175,1966,387,7,4,7,1,0,0,1,2
787,587,0,0.421981194,1,0,1,20,0.027260198,112,1,4,185,1968,387,7,4,7,1,0,0,1,2
788,1499,0,0.438496851,1,0,0,12,0.787097225,184,3,20,222,1133,3521,10,1,15,1,1,1,0,3
789,1169,0,0.515605525,0,0,1,12,0.352468554,182,4,0,225,632,3545,16,3,8,1,0,1,0,0
790,1138,0,1.68987106,1,0,1,12,0.77170371,114,2,1,166,1944,2660,8,6,6,1,0,0,0,2
791,1171,0,1.669686706,1,0,1,21,0.77660564,146,2,7,181,961,3413,14,2,13,1,0,1,0,1
792,1169,1,1.629284954,0,0,0,2,0.760390119,181,1,12,152,1916,1473,7,3,7,1,1,0,0,1
793,1026,1,2.381983487,1,0,1,53,0.809870868,146,6,10,1016,1518,1493,12,1,11,1,1,0,0,3
794,600,0,0.421934831,1,0,1,20,0.026726208,111,1,4,43,1973,398,7,4,7,1,0,0,1,2
795,1159,0,0.420935813,0,0,1,2,0.786653151,177,5,10,167,1931,2653,16,6,13,1,0,1,0,0
796,1148,1,1.047843806,0,0,0,26,0.028169895,115,7,14,171,1002,3629,16,3,15,1,0,1,0,1
797,1140,1,1.061501215,0,7,0,15,0.024702198,145,8,19,168,1469,1580,18,1,3,0,1,1,0,3
798,1158,1,0.412642732,0,4,0,12,0.066305744,182,4,3,994,1079,3707,16,3,15,1,0,1,0,1
799,606,0,0.423611363,1,0,1,20,0.026958358,110,1,4,42,1972,398,7,4,7,1,0,0,1,2
800,1149,1,0.497561769,0,0,1,16,0.025998365,143,2,10,141,1135,3336,17,2,13,1,0,1,0,3
801,1495,0,0.463720566,0,1,1,57,0.843862027,201,4,3,172,936,1992,18,3,11,1,1,1,0,3
802,555,1,1.839551904,1,0,0,60,0.026422687,144,1,3,35,908,3346,16,3,13,1,0,1,0,2
803,589,0,2.413619888,1,0,1,27,0.027003369,178,3,1,172,1034,2004,16,4,13,1,0,1,0,3
804,1164,1,1.837848794,1,0,1,27,0.085150897,182,3,19,380,655,1981,16,6,9,1,0,1,0,3
805,1168,0,0.502678259,0,0,0,45,0.352051536,200,4,7,155,1935,1558,14,1,2,1,1,1,0,2
806,595,0,0.451010868,1,0,1,54,0.064386717,87,1,9,141,1924,388,7,4,13,1,0,0,1,2
807,1464,0,1.03858579,0,0,1,12,0.810196711,200,7,19,172,1449,1991,5,0,15,1,1,0,0,2
808,1491,1,2.414440503,0,0,1,14,0.358723729,174,7,1,625,1054,2076,10,5,15,1,1,0,0,0
809,1169,0,0.426994918,1,0,1,12,0.779904988,201,7,19,38,1933,3384,18,5,7,1,0,0,0,2
810,516,0,0.429331205,0,3,1,12,0.55838668,148,7,20,197,689,2695,15,0,11,1,0,0,0,1
811,503,0,2.39657799,0,0,0,53,0.081054958,147,5,1,190,1023,2655,7,6,6,1,1,1,0,1
812,1172,1,2.465181454,1,0,1,51,0.546447523,146,7,3,956,1014,1367,9,3,2,1,0,0,0,0
813,1162,0,1.873751881,1,0,1,36,0.545019164,113,4,3,173,1001,2660,12,7,2,1,0,1,0,2
814,1513,1,0.433490366,1,0,0,43,0.768759147,201,7,2,606,1914,1530,18,3,8,1,0,0,0,1
815,1135,1,1.03306933,1,0,0,54,0.355210425,199,7,3,192,1603,1605,18,1,6,1,0,1,0,3
816,599,0,0.416859857,1,0,1,20,0.027321129,89,1,4,165,1971,394,7,4,7,1,0,0,1,2
817,1026,1,2.393272753,0,0,1,26,0.783061691,182,7,9,144,1942,3656,18,6,11,1,0,1,0,2
818,1848,1,0.43320335,0,0,1,43,0.025747105,113,2,10,951,1093,2000,14,5,15,1,0,1,0,3
819,1155,0,0.511423838,1,0,0,45,0.071900175,180,2,3,1627,973,3835,16,0,12,1,1,0,0,1
820,1026,0,1.112259816,1,0,1,12,0.093073722,202,2,3,618,1198,487,17,6,15,1,0,1,0,3
821,576,1,2.378693886,1,0,0,16,0.801961683,175,1,4,205,1543,2004,16,7,15,1,0,0,0,1
822,1026,1,0.47005786,1,0,0,32,0.084669193,182,6,14,33,1127,3648,16,1,3,1,0,0,0,1
823,590,0,0.43849882,0,0,1,16,0.026695993,175,1,1,195,1514,3479,10,1,8,1,1,0,0,0
824,1822,0,1.686108858,1,0,1,12,0.825504633,146,7,3,183,698,2661,14,1,13,1,0,1,0,3
825,1161,0,2.424528963,1,0,0,27,0.027742113,177,3,4,260,1547,2006,18,8,4,1,0,1,0,2
826,564,1,2.429169618,1,0,1,8,0.073815813,114,7,0,208,938,3805,16,0,3,1,0,1,0,0
827,600,0,0.423619165,1,0,1,20,0.027160446,111,1,4,43,1973,396,7,4,7,1,0,0,1,2
828,590,0,0.42335526,1,0,1,20,0.027031375,111,1,4,42,1971,397,7,4,7,1,0,0,1,2
829,1495,0,1.836345789,1,0,1,54,0.074560384,89,1,3,155,1019,3462,9,3,15,1,0,0,0,2
830,517,0,1.864124002,0,0,0,54,0.5483617,181,4,20,963,1469,3299,9,3,12,1,1,0,0,1
831,522,1,0.417774655,0,4,0,12,0.561464081,147,7,3,602,892,2691,9,3,4,1,0,0,0,1
832,1823,1,0.457824356,1,0,0,14,0.028664718,181,7,7,230,1062,3541,17,1,7,1,1,1,0,2
833,618,1,1.110421241,1,0,0,2,0.065998744,178,6,3,166,1552,2006,16,5,13,1,1,0,0,1
834,1145,0,1.066111623,1,0,1,12,0.766608207,148,7,20,155,1940,3383,18,3,15,1,1,1,0,0
835,1157,1,1.072228306,1,0,1,12,0.084014766,147,2,18,152,669,1987,9,11,2,1,0,1,0,1
836,1154,0,0.408209732,0,0,1,31,0.349936453,112,1,7,615,1010,2007,10,1,6,1,0,1,0,3
837,1145,1,1.623632357,1,0,0,54,0.342167264,179,7,3,149,1397,1509,11,3,4,0,0,1,0,1
838,1178,0,0.436960725,0,0,1,32,0.089725647,181,1,3,1054,661,1990,17,1,6,1,0,1,0,3
839,1172,1,1.827855272,0,0,1,32,0.027548903,176,2,7,600,1068,3590,16,3,3,1,1,1,0,0
840,1158,0,1.685031299,1,0,1,32,0.350374349,180,7,0,172,974,2631,7,1,13,1,0,1,0,2
841,591,0,0.429375458,1,0,1,31,0.368066704,177,3,4,198,997,1548,18,2,9,1,0,0,0,1
842,594,0,0.421423093,1,0,1,20,0.026976157,111,1,4,42,1973,398,7,4,7,1,0,0,1,2
843,1497,0,1.075231595,1,0,1,38,0.025180143,180,3,16,1027,696,1548,17,10,9,1,0,0,0,1
844,1164,0,1.104801068,0,0,1,43,0.54703073,176,3,2,622,1937,1584,18,5,9,1,1,1,0,0
845,601,0,0.417978302,1,0,1,20,0.027512016,89,1,4,165,1969,392,7,4,7,1,0,0,1,2
846,1026,0,2.467400964,0,0,0,45,0.534383076,114,5,9,31,1065,3442,7,5,2,1,1,0,0,2
847,1169,0,1.65811046,1,0,1,46,0.071440181,113,3,1,148,1037,3820,18,5,19,1,1,0,0,1
848,1800,0,0.42602765,1,0,1,37,0.028132748,200,1,4,216,1968,394,7,4,7,1,0,0,1,2
849,1513,1,1.615914801,1,0,1,12,0.352735073,113,7,0,995,619,2001,6,3,4,1,0,1,0,0
850,1820,0,1.684458369,1,0,1,41,0.067738285,201,8,20,35,1476,3680,18,2,11,1,1,1,0,1
851,606,0,0.42161132,1,0,1,20,0.026845224,111,1,4,169,1974,397,7,4,7,1,0,0,1,2
852,1144,1,1.863732336,1,0,0,37,0.35772106,200,4,3,181,1057,2690,16,4,13,1,1,1,0,1
853,1157,0,0.479104786,0,0,0,13,0.027397063,200,4,20,141,1042,550,16,0,4,1,1,1,0,1
854,1820,1,1.12009036,1,0,0,33,0.570795707,112,4,19,198,1655,1976,9,0,6,1,0,1,0,3
855,621,0,2.412295385,0,0,1,20,0.341404719,89,1,4,600,1129,635,7,4,15,1,0,0,0,2
856,521,1,2.387326076,0,0,1,6,0.027097048,178,6,10,30,1109,1529,5,7,15,1,0,0,0,2
857,1465,0,1.841430536,1,0,1,14,0.085383217,176,8,7,195,1499,3645,9,1,8,1,0,1,0,0
858,1816,0,0.419964687,1,0,1,20,0.027118634,112,1,4,192,1969,389,7,4,7,1,0,0,1,2
859,597,0,0.452235297,1,0,1,47,0.071043641,181,3,11,309,1502,3714,9,11,9,1,0,1,0,2
860,1501,0,1.684815132,1,0,1,49,0.362269829,174,4,4,163,1022,1991,7,1,7,1,0,1,0,3
861,1026,1,0.451002954,0,0,0,32,0.557115219,199,4,7,589,694,3589,12,5,7,1,0,1,0,1
862,597,0,0.420287147,1,0,1,20,0.026727408,89,1,4,172,1972,393,7,4,7,1,0,0,1,2
863,1147,0,0.471962102,1,0,0,13,0.359552217,176,3,14,35,1078,1574,14,1,13,0,0,1,0,2
864,1026,1,2.430106913,0,0,1,15,0.077850422,114,3,1,643,965,636,7,3,15,1,1,1,0,1
865,1838,0,0.486010856,1,0,0,27,0.345731388,177,1,14,154,1055,1537,16,3,8,1,1,1,0,3
866,591,0,0.420385588,1,0,1,20,0.026848777,111,1,4,42,1975,397,7,4,7,1,0,0,1,2
867,580,0,0.419863574,1,0,1,20,0.027284951,178,8,1,162,981,3397,15,1,20,1,0,0,0,2
868,598,0,0.423239638,1,0,1,31,0.354516779,178,7,4,616,1039,3399,18,5,6,1,0,0,0,2
869,506,0,0.458851061,1,0,1,12,0.090659046,89,1,3,172,1965,373,7,4,7,1,0,0,1,2
870,631,0,0.490308329,0,0,1,8,0.54843861,181,1,9,599,982,2676,9,5,20,1,1,1,0,2
871,1489,0,0.480770277,0,0,0,16,0.024433854,179,3,1,1016,982,3822,14,4,13,1,0,0,0,1
872,532,0,0.44066181,1,0,1,27,0.068500159,177,7,1,197,1034,3723,9,1,2,1,0,1,0,0
873,602,0,0.422418987,1,0,1,20,0.026864133,111,1,4,41,1974,397,7,4,7,1,0,0,1,2
874,1026,1,1.868766741,1,0,1,21,0.556151944,113,5,7,158,1934,2704,7,0,2,1,0,0,0,2
875,1026,1,0.486697638,0,1,0,60,0.027010527,145,1,7,178,1492,3819,14,7,13,1,0,0,0,1
876,1026,0,0.467037635,1,0,1,12,0.819520969,200,2,0,149,1917,1997,16,6,6,1,1,0,0,0
877,1175,0,0.420564614,1,0,0,27,0.790051525,202,7,1,217,1088,3501,15,1,11,1,1,1,0,3
878,1148,1,0.426807698,1,0,1,14,0.346308328,112,7,3,606,668,2008,16,3,6,1,0,1,0,3
879,1171,1,1.073252681,1,0,1,2,0.357945886,182,4,7,1016,970,3411,15,1,6,1,0,0,0,2
880,631,0,0.479294568,1,0,0,28,0.075933524,199,4,11,197,1804,3332,15,2,12,1,1,1,0,1
881,1142,0,0.44208144,0,4,0,32,0.354825435,179,5,3,226,651,1992,7,3,15,1,0,0,0,1
882,1155,1,1.046647029,0,4,1,27,0.02550919,113,7,10,964,1100,3387,9,5,8,1,0,0,0,1
883,604,0,0.432366546,1,0,1,12,0.360211398,176,4,3,241,1416,3438,9,1,6,1,0,0,0,2
884,1164,1,2.384619534,0,1,0,20,0.806523828,201,3,17,214,1552,1383,18,5,9,1,1,0,0,1
885,1813,0,0.444011876,1,0,0,51,0.350639488,179,6,14,965,737,1586,9,1,11,1,1,1,0,0
886,528,0,0.484472384,1,0,1,27,0.024248466,180,7,20,1591,1918,3315,18,5,20,1,1,0,0,1
887,599,0,0.443967978,1,0,1,27,0.071745287,88,4,14,595,1013,2685,15,3,13,1,1,1,0,2
888,1461,0,0.44882846,1,0,1,27,0.782007824,114,1,1,1020,978,3501,16,0,7,1,1,1,0,3
889,1487,0,0.447781599,0,0,0,57,0.785082393,200,4,9,145,1926,3466,16,0,5,1,0,0,0,1
890,1155,1,1.038710264,1,0,1,12,0.757301935,183,4,18,218,1925,3364,18,0,20,1,0,0,0,1
891,1165,1,2.382544648,0,0,1,2,0.073804811,182,1,14,162,995,1418,9,0,2,1,0,1,0,2
892,598,0,0.423173903,1,0,1,20,0.026904436,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
893,1783,1,0.467522716,1,0,0,32,0.089156706,201,2,3,226,667,1992,16,10,6,1,0,1,0,3
894,611,0,0.469827952,0,1,0,32,0.07113988,182,2,3,248,672,3481,7,1,20,1,1,0,0,1
895,1141,1,1.090645508,0,0,1,32,0.355866034,114,2,3,980,1099,1991,11,4,6,1,0,1,0,3
896,1776,1,0.438413808,0,0,0,2,0.065280665,89,2,0,1593,1568,1427,9,7,3,1,0,0,0,3
897,577,0,0.418759016,1,0,1,20,0.026839095,89,1,4,162,1969,388,7,4,7,1,0,0,1,2
898,1481,1,1.807206763,0,0,1,54,0.351369663,175,1,4,155,1017,3805,9,3,8,1,0,0,0,2
899,1151,1,1.162752704,0,0,1,8,0.025745012,179,2,7,965,1070,3707,14,11,6,1,1,1,0,2
900,1470,0,0.44162782,1,0,1,9,0.361929321,145,1,7,146,1089,2702,12,3,13,1,1,1,0,3
901,1026,1,1.02926645,0,0,1,33,0.02670525,138,6,1,999,1484,3381,18,0,8,0,1,0,0,1
902,600,0,0.422473189,1,0,1,20,0.027019812,111,1,4,41,1971,398,7,4,7,1,0,0,1,2
903,593,0,0.423602428,1,0,1,20,0.026809951,110,1,4,44,1974,397,7,4,7,1,0,0,1,2
904,592,0,0.421947156,1,0,1,20,0.026910542,110,1,4,41,1973,398,7,4,7,1,0,0,1,2
905,1163,1,1.859945683,1,0,1,23,0.028956028,176,1,3,154,1803,3334,7,3,7,1,1,0,0,1
906,1143,0,2.369215287,0,0,1,2,0.805777047,147,6,4,145,909,3499,15,0,15,1,0,0,0,1
907,590,0,0.421816766,1,0,1,20,0.026889222,110,1,4,40,1973,398,7,4,7,1,0,0,1,2
908,1181,1,1.040382389,1,0,1,15,0.026348736,200,3,19,188,702,1554,12,7,13,1,0,0,0,3
909,1804,1,0.430322628,0,0,0,12,0.353841856,202,7,19,188,1803,1620,15,3,15,1,0,0,0,3
910,1168,0,1.091943449,0,3,1,7,0.550370487,113,8,3,598,1085,2675,10,0,9,1,1,0,0,1
911,1164,0,0.478835437,0,0,0,27,0.347412772,145,7,15,163,659,3493,16,7,6,1,0,1,0,3
912,586,0,0.422996409,1,0,1,20,0.026867033,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
913,1782,0,2.427747532,1,0,1,14,0.358014764,199,8,4,596,1538,1536,10,5,17,1,1,0,0,2
914,1781,0,2.395894662,0,0,0,24,0.077438394,177,3,4,974,1486,3710,11,3,9,1,0,1,0,0
915,594,0,0.425053467,1,0,1,20,0.027349872,111,1,4,43,1970,397,7,4,7,1,0,0,1,2
916,598,0,1.654964168,1,0,1,51,0.556866516,178,1,20,958,1804,3410,15,3,20,1,0,1,0,2
917,1457,0,0.420282417,1,0,1,27,0.077793359,147,7,1,183,645,1998,7,11,2,1,0,0,0,1
918,1523,0,2.366465897,1,0,0,20,0.070216567,182,7,4,40,1548,3532,17,3,15,1,0,0,0,1
919,1811,0,1.875547767,1,0,0,15,0.066436054,197,6,11,965,959,1473,10,3,8,1,1,0,0,2
920,1816,0,2.392537309,1,0,0,16,0.07653493,201,8,4,177,958,1558,17,3,17,1,1,0,0,0
921,1176,0,0.444215397,0,0,0,32,0.370343529,180,4,14,610,948,3775,12,9,8,1,0,0,0,1
922,601,0,0.423869471,1,0,1,20,0.0271239,110,1,4,42,1971,398,7,4,7,1,0,0,1,2
923,1145,1,0.435800307,1,0,1,8,0.761001098,182,4,17,1594,975,3615,11,3,18,1,1,1,0,1
924,589,0,0.458127614,0,0,0,24,0.546293468,146,7,1,978,1519,3546,11,0,4,1,0,1,0,0
925,1159,0,0.437606881,0,0,1,2,0.557088575,202,6,19,176,1115,1590,16,5,7,1,1,0,0,2
926,511,1,0.466873903,0,0,1,9,0.800487231,201,7,2,602,1931,3379,18,6,11,1,1,1,0,1
927,1026,0,1.870390906,1,0,1,8,0.077981541,113,2,0,169,690,3439,12,11,12,1,0,1,0,1
928,1491,0,1.642550796,0,0,0,31,0.53819875,200,3,1,176,1919,1601,7,1,9,1,0,0,0,1
929,1152,0,1.849444078,1,0,1,36,0.567544476,175,4,14,606,1805,2694,18,11,3,1,0,1,0,0
930,551,1,2.381601216,0,3,1,20,0.772737663,179,1,11,142,1921,3384,10,0,2,1,0,0,0,0
931,1152,0,2.401051893,1,0,0,32,0.36296719,113,5,7,978,662,2671,16,0,6,1,1,1,0,1
932,1796,0,1.074277243,1,0,1,27,0.091752032,202,2,18,151,689,2002,18,5,11,1,0,0,0,1
933,1179,0,1.079592788,0,0,1,2,0.556162223,143,3,14,1019,982,3844,8,1,2,1,0,1,0,2
934,600,1,2.364718994,1,0,0,60,0.026757157,178,3,3,1626,1487,3689,16,1,13,1,0,0,0,2
935,1780,0,0.419233364,1,0,1,20,0.028031021,180,1,4,193,1027,3374,7,1,6,1,0,0,0,2
936,1174,1,0.413806179,0,0,0,32,0.3546286,180,7,14,602,1936,2664,18,3,13,1,0,1,0,1
937,591,0,0.421285825,1,0,1,20,0.026795297,110,1,4,43,1973,396,7,4,7,1,0,0,1,2
938,1181,1,1.628675509,1,0,1,54,0.087373398,201,6,4,178,972,3377,16,6,7,1,0,0,0,1
939,577,0,0.419202554,1,0,1,20,0.027008592,112,1,4,186,1970,389,7,4,7,1,0,0,1,2
940,1161,1,0.435197753,1,0,0,12,0.766849132,179,5,14,1608,1911,3836,16,6,7,1,0,1,0,2
941,1157,0,0.418110247,0,0,0,27,0.025960039,177,1,10,31,958,654,14,10,7,1,0,1,0,3
942,1797,0,0.438745484,1,0,0,27,0.76451983,183,8,3,164,1905,3357,16,0,7,1,0,0,0,1
943,1141,1,2.427729039,0,4,1,32,0.066068602,182,3,14,181,679,3401,9,3,13,1,1,1,0,1
944,1535,0,0.474835877,1,0,0,33,0.82893346,145,2,3,188,652,3360,16,0,15,1,0,0,0,1
945,1786,0,0.427751788,1,0,0,12,0.795289936,178,6,1,176,1916,3456,15,11,20,1,1,1,0,0
946,1172,1,2.418393567,1,0,0,16,0.554381294,180,1,9,47,961,1475,18,7,11,1,0,1,0,3
947,1140,1,2.411949618,0,0,1,54,0.792950936,142,6,4,154,1138,3576,14,5,7,1,0,0,0,2
948,1026,1,2.392973035,1,0,1,16,0.076126158,176,8,10,146,1934,1989,9,5,8,1,1,0,0,0
949,1186,1,1.619811598,1,0,1,44,0.027051119,143,8,7,141,1055,3799,12,2,11,1,1,0,0,0
950,1151,1,1.624558029,1,0,0,43,0.790012242,148,3,2,219,625,1615,16,1,9,1,0,1,0,3
951,1862,1,1.662171593,1,0,1,12,0.761165097,178,1,10,33,1931,3340,12,6,3,1,0,0,0,1
952,1465,0,0.425745113,1,0,1,21,0.366732012,114,3,18,1099,685,2684,8,6,2,1,0,1,0,2
953,1792,1,1.820401671,0,0,1,49,0.370752545,199,1,10,616,905,2671,10,3,8,1,1,1,0,0
954,1026,0,0.480581954,0,3,1,26,0.825538026,146,2,20,156,712,670,14,5,11,1,0,1,0,3
955,1141,1,2.365994249,1,0,1,12,0.341509708,114,8,0,944,675,1564,16,9,2,1,0,0,0,2
956,517,0,1.823817887,1,0,0,49,0.101143586,201,4,4,207,1803,3751,7,3,13,1,0,1,0,1
957,1026,0,1.619408887,0,0,1,27,0.363272775,143,1,15,606,667,411,18,3,6,1,0,0,0,1
958,1490,0,1.676578379,0,0,1,21,0.058929958,203,4,0,158,1921,3399,10,6,8,1,1,0,0,0
959,1160,1,0.435790676,1,0,1,2,0.083334082,175,1,17,168,1013,1475,15,3,15,1,1,1,0,3
960,1800,0,0.421850581,1,0,1,20,0.026415785,88,1,4,188,1969,390,7,4,7,1,0,0,1,2
961,601,0,0.422522691,1,0,1,20,0.027283193,111,1,4,42,1972,398,7,4,7,1,0,0,1,2
962,594,0,0.415182799,1,0,1,20,0.028581317,112,1,4,179,1968,385,7,4,7,1,0,0,1,2
963,1786,1,2.394796365,1,0,0,2,0.783981018,182,6,10,31,1519,1608,5,7,15,1,1,1,0,2
964,1818,0,0.423573298,1,0,1,20,0.027021825,110,1,4,41,1971,393,7,4,7,1,0,0,1,2
965,1512,0,0.53166837,1,0,0,32,0.548665197,183,7,0,1013,672,1631,7,1,11,1,0,1,0,3
966,1026,1,0.452081566,0,0,1,32,0.080381221,180,5,14,160,1936,2003,16,6,13,1,0,1,0,1
967,1163,0,2.386078159,0,0,0,51,0.362014017,145,6,17,177,1039,2079,16,0,6,1,0,1,0,0
968,1181,1,0.445140819,0,0,1,16,0.026581103,178,1,0,591,1016,3806,14,1,8,1,1,0,0,0
969,1475,0,1.066887329,0,0,0,43,0.025205275,183,3,1,182,1927,3468,10,1,12,1,0,0,0,0
970,1171,1,0.475162319,0,7,1,51,0.070883397,181,7,3,691,1598,473,17,5,11,1,1,1,0,3
971,1139,0,1.156126663,0,0,1,21,0.788610618,178,5,10,194,1935,3622,7,6,8,1,1,0,0,3
972,1175,0,0.4142863,0,0,1,32,0.357137253,182,3,0,623,659,1629,18,3,13,1,1,1,0,3
973,1792,1,0.470826338,1,0,1,49,0.374249664,202,2,3,998,1804,3373,17,3,15,1,1,0,0,1
974,1168,1,1.634791053,1,0,0,21,0.549466661,182,7,1,1023,639,1993,17,0,2,1,0,0,0,3
975,1782,1,2.384192026,0,0,0,2,0.787305559,202,4,10,33,992,1514,18,0,7,1,1,1,0,3
976,1026,0,0.449607479,0,0,1,2,0.77221419,178,1,2,599,1921,3421,15,1,20,1,1,0,0,2
977,1160,0,1.893319384,0,0,1,32,0.085219654,180,5,7,957,659,3478,10,5,13,1,0,1,0,3
978,1147,1,0.419098154,1,0,0,54,0.373123769,201,4,17,289,1560,2018,16,0,6,1,1,0,0,1
979,561,0,0.420214335,1,0,1,32,0.565697751,182,7,19,201,685,3451,7,1,8,1,1,1,0,0
980,1026,1,0.495696054,1,0,0,8,0.776295345,114,6,18,165,714,1551,18,7,6,1,0,1,0,3
981,609,0,0.461236493,1,0,1,12,0.358266363,180,2,7,179,1917,2671,7,1,2,1,0,0,0,1
982,1167,1,1.116819923,0,0,0,27,0.081149425,201,5,4,988,1486,670,7,1,2,1,0,1,0,1
983,589,0,1.820530111,0,0,1,27,0.062601286,89,1,1,150,1933,3418,11,3,15,1,0,0,0,2
984,1155,1,2.403591729,1,0,1,32,0.819034206,145,6,10,148,1612,1540,14,5,20,1,1,0,0,2
985,1026,1,1.656633028,1,0,1,33,0.801599421,146,4,4,181,1804,3361,18,1,20,1,0,0,0,1
